17,0,SAL,0.233,0.176,-0.118,-0.229,-0.233,0.06,-0.156,-0.081,-0.301,0.18,0.046,0.322,-0.028,0.191,-0.013,0.574,0.788,1.145,0.651,0.368,-0.158,-0.084,-0.344,-0.091,-0.213,-0.035,-0.199,-0.004,-0.196,-0.15,-0.462,-0.101,-0.149,0.151,-0.209,-0.006,-0.113,0.146,-0.078,-0.033,-0.445,-0.316,-0.619,-0.378,-0.854,-0.643,-1.01,-0.862,-0.944,-0.459,-0.097,0.349,0.231,0.257,-0.142,-0.145,-0.409,-0.219,-0.368,-0.16,-0.436,-0.352,-0.7,-0.562,-0.872,-0.741,-1.014,-0.7,-0.578,-0.349,-0.486,-0.443,-0.759,-0.576,-0.739,-0.417,-0.454,-0.11,-0.27,-0.313
28,0,SAL,-0.68,-0.776,-1.036,-1.292,-1.708,-1.1,-0.378,0.075,-0.24,0.418,1.165,1.356,0.381,0.03,-0.092,0.157,0.002,-0.054,-0.367,-0.587,-1.1,-1.246,-1.566,-1.484,-1.267,-0.363,-0.09,0.52,0.75,1.316,0.764,1.084,0.821,1.521,1.168,1.258,0.633,0.12,-0.358,-0.138,-0.553,-0.339,-0.885,-0.973,-1.505,-1.509,-1.838,-1.671,-1.905,-1.613,-1.579,-1.082,-1.132,-1.027,-1.385,-1.36,-1.554,-1.291,-1.439,-1.261,-1.493,-1.317,-1.576,-1.43,-1.742,-1.436,-1.605,-1.031,-0.54,-0.317,-0.637,-1.177,-1.62,-1.553,-1.631,-1.064,-0.11,0.231,-0.246,-0.814
29,0,SAL,1.718,0.861,0.329,0.451,-0.139,0.088,-0.48,-0.553,-0.74,0.158,0.48,0.537,0.098,0.551,2.297,2.433,1.636,1.721,1.976,1.885,0.886,0.198,-0.198,-0.471,-0.313,0.849,0.95,0.486,0.132,0.609,1.858,2.546,2.488,2.2,1.062,0.28,-0.293,0.064,0.529,1.272,1.94,2.676,2.856,3.006,1.633,0.718,0.008,-0.517,-0.573,0.129,0.237,0.009,-0.475,-0.425,-0.234,0.187,0.176,0.577,0.496,0.56,-0.262,-0.784,-1.156,-0.99,-1.036,-0.712,-0.376,0.65,0.717,0.426,-0.171,-0.219,-0.708,-0.715,-0.752,-0.282,-0.175,-0.013,-0.01,0.318
33,0,SAL,-0.586,-0.933,-1.279,-1.213,-1.448,-1.208,-1.418,-0.746,0.787,1.043,0.764,0.859,0.693,0.672,-0.263,0.156,-0.388,-0.32,-0.769,-0.844,-1.121,-1.035,-1.249,-1.259,-1.479,-1.292,-1.417,-1.269,-1.475,-1.378,-1.472,-1.145,-1.3,-1.056,-1.392,-1.33,-1.472,-1.058,-1.19,-0.964,-1.564,-1.362,-1.626,-1.368,-1.574,-1.382,-1.821,-1.588,-1.897,-1.572,-1.714,-1.275,-1.382,-1.024,-1.395,-1.157,-1.257,-0.856,-1.026,-1.03,-1.521,-1.496,-1.946,-1.806,-2.158,-1.794,-1.895,-1.263,-1.024,-0.81,-1.34,-1.463,-1.77,-1.52,-1.606,-1.181,-1.119,-0.761,-1.036,-1.33
35,0,SAL,0.665,0.577,0.285,-0.093,-0.514,-0.294,-0.617,-0.208,-0.285,0.321,0.212,0.503,0.222,0.659,0.744,1.025,0.835,1.131,1.147,1.184,0.759,0.637,0.236,0.061,-0.218,-0.013,-0.024,0.243,0.001,0.248,0.329,0.617,0.374,0.406,-0.124,-0.167,-0.32,0.089,0.165,0.466,0.322,0.661,0.359,0.73,0.151,0.097,-0.327,-0.36,-0.61,-0.409,-0.476,-0.088,-0.325,-0.084,-0.328,-0.217,-0.306,0.189,-0.041,0.167,-0.368,-0.347,-0.814,-0.539,-0.701,-0.226,-0.238,0.26,0.302,0.443,0.015,0.032,-0.19,-0.056,-0.161,0.139,0.078,0.434,0.318,0.149
36,0,SAL,0.472,0.325,-0.029,-0.199,-0.45,-0.18,-0.429,-0.077,-0.162,0.264,0.098,0.393,0.165,0.377,0.217,0.663,0.65,0.998,0.791,0.733,0.279,0.268,-0.081,-0.095,-0.269,0.092,0.012,0.162,-0.261,-0.161,-0.286,0.146,-0.093,0.13,-0.279,-0.266,-0.41,-0.071,-0.128,0.122,-0.269,-0.059,-0.354,-0.142,-0.627,-0.743,-1.195,-1.028,-1.254,-0.92,-0.839,-0.27,-0.513,-0.245,-0.601,-0.588,-0.641,-0.277,-0.385,-0.14,-0.522,-0.414,-0.815,-0.606,-0.785,-0.379,-0.511,-0.156,-0.339,-0.134,-0.573,-0.381,-0.585,-0.273,-0.24,0.142,0.145,0.48,0.262,0.029
38,0,SAL,0.165,0.046,-0.161,-0.24,-0.265,0.061,-0.136,-0.126,-0.4,-0.023,-0.076,0.302,0.178,0.484,0.485,0.814,0.896,1.212,0.976,1.255,0.73,0.604,0.101,-0.152,-0.404,-0.228,-0.411,-0.489,-0.872,-0.732,-0.513,-0.035,-0.255,-0.091,-0.548,-0.492,-0.639,-0.333,-0.411,-0.116,-0.258,0.13,-0.181,0.026,-0.499,-0.269,-0.587,-0.478,-0.765,-0.729,-0.69,-0.044,0.472,1.088,0.944,0.688,0.333,0.423,0.264,0.491,0.258,0.184,-0.069,0.257,0.476,0.642,0.542,0.784,0.567,0.665,0.44,0.701,0.812,0.743,0.798,0.964,0.969,0.955,0.971,1.166
42,0,SAL,0.241,0.212,0.028,0.192,0.213,0.726,0.227,0.155,-0.242,0.069,-0.17,-0.114,-0.535,-0.33,-0.117,0.578,1.089,1.51,1.119,0.522,-0.088,-0.101,-0.36,-0.103,-0.207,0.164,-0.23,-0.083,-0.406,-0.204,-0.358,-0.029,-0.199,-0.276,-0.805,-0.908,-1.05,-0.616,-0.254,-0.023,-0.384,-0.716,-1.155,-1.034,-1.421,-1.382,-1.718,-1.417,-1.555,-1.186,-0.974,-0.345,-0.133,0.356,0.171,-0.329,-0.747,-0.548,-0.612,-0.234,-0.487,-0.235,-1.101,-0.587,-0.996,-0.574,-0.799,-0.492,-0.632,-0.676,-1.032,-0.655,-0.301,-0.049,-0.416,-0.343,0.037,0.626,0.848,0.576
47,0,SAL,0.685,0.536,0.25,0.079,-0.088,0.1,-0.091,0.007,-0.345,-0.11,-0.144,0.208,-0.001,0.465,0.479,1.171,1.305,1.643,1.299,1.164,1.026,1.267,0.952,0.665,0.37,0.631,0.612,0.789,0.231,0.231,-0.064,0.3,0.412,0.588,0.034,-0.13,-0.446,0.022,0.619,1.135,0.866,0.725,0.569,0.745,0.519,0.472,0.036,0.186,0.08,0.508,0.733,1.122,1.079,1.12,0.887,0.44,0.242,0.416,0.118,0.157,0.007,0.173,-0.219,-0.069,-0.187,0.34,0.273,0.801,0.723,0.657,0.178,-0.023,0.082,0.333,0.445,0.654,0.672,0.997,1.126,0.823
48,0,SAL,0.407,0.506,0.249,0.082,-0.04,0.053,-0.175,-0.096,-0.188,-0.121,-0.324,0.111,0.185,0.595,0.61,0.771,0.692,0.8,0.809,0.946,0.663,0.744,0.454,0.626,0.191,0.161,-0.158,-0.19,-0.703,-0.326,-0.157,0.274,0.101,0.289,-0.154,-0.054,-0.182,-0.229,-0.293,-0.039,-0.071,0.278,0.333,0.746,0.281,-0.007,-0.451,-0.482,-0.49,-0.411,-0.171,0.323,0.235,0.376,-0.099,-0.262,-0.32,0.612,0.526,0.528,0.034,-0.133,-0.586,-0.456,-0.416,0.116,0.353,0.905,0.78,0.59,0.004,0.086,0.17,0.462,0.305,0.35,0.225,0.56,0.475,0.391
